0,01617431640625
-0,080963134765625
-0,01324462890625
0,05023193359375
-0,031097412109375
-0,052459716796875
0,0174560546875
-0,000762939453125
-0,01055908203125
-0,032073974609375
0,001678466796875
-0,02001953125
-0,0042724609375
-0,001373291015625
0,024932861328125
0,02593994140625
-0,037017822265625
-0,084747314453125
0,00677490234375
0,026214599609375
-0,033721923828125
0,001617431640625
-0,01190185546875
-0,0274658203125
0,03875732421875
-0,0211181640625
-0,05804443359375
0,067230224609375
-0,0372314453125
-0,042205810546875
0,01837158203125
-0,05450439453125
-0,066802978515625
0,072662353515625
-0,024932861328125
-0,04315185546875
0,071685791015625
-0,011993408203125
-0,081146240234375
0,012664794921875
0,003082275390625
-0,109039306640625
0,027557373046875
-0,006317138671875
-0,058135986328125
-0,0208740234375
0,006500244140625
-0,036651611328125
0,031341552734375
-0,0244140625
-0,08612060546875
-0,00750732421875
0,006439208984375
0,0067138671875
-0,07135009765625
-0,0074462890625
0,02386474609375
0,000274658203125
-0,066497802734375
-0,0040283203125
-0,041961669921875
0,000213623046875
-3,0517578125E-05
-0,018768310546875
0,02569580078125
-0,05517578125
-0,09112548828125
0,0108642578125
0,06866455078125
-0,07720947265625
-0,02691650390625
0,025238037109375
-0,0389404296875
-0,0350341796875
-0,004974365234375
-0,069488525390625
0,041595458984375
0,046630859375
-0,02734375
-0,053375244140625
0,006317138671875
-0,0416259765625
-0,06549072265625
0,038787841796875
-0,0162353515625
-0,04656982421875
-0,007049560546875
0,007659912109375
-0,068450927734375
-0,0169677734375
0,01068115234375
0,0037841796875
-0,022796630859375
0,02557373046875
-0,030364990234375
-0,02496337890625
-0,028656005859375
-0,0631103515625
0,026641845703125
0,038818359375
-0,00665283203125
-0,049041748046875
-0,011932373046875
-0,056243896484375
0,01910400390625
0,015350341796875
-0,067718505859375
-0,042205810546875
0,0068359375
-0,0235595703125
0,022918701171875
0,05645751953125
-0,027496337890625
-0,0462646484375
-0,00457763671875
-0,071044921875
-0,037811279296875
0,095001220703125
-0,006195068359375
-0,088531494140625
-0,0162353515625
0,041748046875
-0,06427001953125
-0,038330078125
0,02313232421875
-0,00372314453125
-0,05548095703125
-0,037841796875
-0,0181884765625
0,031036376953125
-0,010528564453125
-0,05291748046875
0,039215087890625
-0,001495361328125
-0,06195068359375
-0,067626953125
0,002593994140625
-0,01605224609375
-0,011688232421875
-0,01385498046875
-0,008331298828125
-0,052642822265625
0,025299072265625
-0,014129638671875
-0,05474853515625
0,050384521484375
-0,064788818359375
-0,0430908203125
0,031219482421875
-0,078643798828125
-0,0408935546875
0,081634521484375
-0,02850341796875
-0,064453125
0,0269775390625
0,0615234375
-0,070709228515625
-0,0264892578125
0,006927490234375
-0,074798583984375
-0,014801025390625
0,017913818359375
-0,034759521484375
-0,0394287109375
0,008819580078125
-0,001312255859375
0,0045166015625
-0,052154541015625
-0,042694091796875
0,002410888671875
0,005035400390625
0,018646240234375
-0,03106689453125
-0,042877197265625
-0,010711669921875
0,011688232421875
-0,031402587890625
-0,026336669921875
-0,023773193359375
0,011749267578125
-0,031829833984375
0,0128173828125
0,02978515625
-0,074249267578125
-0,045074462890625
0,029693603515625
0,026641845703125
-0,05816650390625
-0,03839111328125
0,0289306640625
-0,050018310546875
-0,038330078125
0,027679443359375
-0,005584716796875
0,012969970703125
0,024566650390625
-0,02313232421875
-0,045501708984375
0,00274658203125
-0,02545166015625
-0,03912353515625
0,020660400390625
0,02685546875
-0,0562744140625
-0,00128173828125
0,026153564453125
-0,042694091796875
-0,031341552734375
0,006134033203125
0,024017333984375
-0,025634765625
0,005401611328125
0,03656005859375
-0,016815185546875
-0,043731689453125
-0,043365478515625
0,04290771484375
0,032867431640625
0,00299072265625
-0,041778564453125
-0,04150390625
-0,012603759765625
0,017608642578125
0,01971435546875
-0,038482666015625
-0,040496826171875
0,003936767578125
0,006256103515625
-0,0006103515625
0,044586181640625
0,018798828125
-0,033721923828125
0,00628662109375
-0,02423095703125
-0,050872802734375
0,03338623046875
0,05377197265625
-0,05218505859375
-0,019989013671875
0,0484619140625
-0,033416748046875
-0,027069091796875
0,013031005859375
0,02203369140625
-0,02825927734375
-0,011383056640625
-0,0087890625
0,035400390625
0,011627197265625
-0,002685546875
0,0113525390625
-0,016204833984375
0,016357421875
-0,0352783203125
-0,04559326171875
0,019378662109375
0,050994873046875
-0,010650634765625
-0,043304443359375
-0,007293701171875
0,052001953125
-0,00531005859375
-0,02813720703125
0,0631103515625
-0,02691650390625
-0,044891357421875
0,034210205078125
-0,004547119140625
-0,05999755859375
0,0347900390625
0,06011962890625
-0,035858154296875
0,003448486328125
0,047607421875
-0,013092041015625
-0,0191650390625
0,00311279296875
0,0023193359375
-0,005401611328125
-0,009490966796875
3,0517578125E-05
-0,013671875
-0,009796142578125
0,04974365234375
0,004791259765625
-0,047088623046875
0,012298583984375
0,003875732421875
-0,0087890625
0,025543212890625
0,012786865234375
0,001800537109375
0,012969970703125
-0,0216064453125
-0,00634765625
0,009552001953125
-0,0145263671875
0,011474609375
0,018829345703125
-0,017486572265625
0,026519775390625
-0,0003662109375
-0,01348876953125
0,033905029296875
0,002532958984375
-0,016387939453125
0,012176513671875
0,00653076171875
-0,030975341796875
-0,024658203125
0,04559326171875
0,042449951171875
-0,04095458984375
0,020294189453125
0,048492431640625
-0,015106201171875
-0,00579833984375
0,0081787109375
-0,0404052734375
-0,0074462890625
0,077117919921875
-0,00390625
-0,077911376953125
0,057525634765625
0,026580810546875
-0,04150390625
-0,007965087890625
0,01727294921875
0,012603759765625
-0,014068603515625
0,04425048828125
0,00128173828125
-0,01727294921875
-0,02008056640625
0,002349853515625
0,0445556640625
0,020965576171875
-0,02105712890625
-0,015777587890625
-0,019683837890625
0,000335693359375
0,0501708984375
-0,055572509765625
-0,053253140759739998
0,023193294217565
0,060760616405107999
0,0095212975255140001
0,0031740917915770001
0,04269370995269
-0,0086053903730280001
-0,019684715487180999
0,003328187007226
-0,018318395475615
-0,0097955163884890003
0,056416226118259
0,023260401502895
-0,040031059265113002
-0,0031028230828779998
-0,00072392883125399997
0,0034270908916709999
0,011214254720171001
-0,0056482455552329999
-0,016822125235357002
0,0086283853528629998
0,042516571837834
0,030738529585728001
0,0063316296859969997
-0,010132127052342999
0,010583638851648
-0,0089630772741949999
