0,016000
-0,000909
0,000245
-0,000210
0,000049
0,000371
-0,000401
-0,000240
-0,000480
-0,000032
0,000327
-0,000044
0,000259
0,000369
0,000148
0,000138
-0,000085
-0,000474
0,000232
-0,000190
-0,000316
0,000384
-0,000107
0,000448
0,000286
0,000103
-0,000002
-0,000177
0,000190
0,000151
-0,000345
-0,000583
-0,000256
0,000376
-0,000068
0,000152
0,000322
-0,000003
0,000168
0,000334
-0,000083
0,000053
0,000441
0,000318
0,000146
-0,000124
-0,000501
-0,000346
-0,000348
0,000416
0,000119
-0,000494
-0,000439
0,000287
0,000343
0,000444
0,000144
-0,000275
-0,000525
0,000028
-0,000039
-0,000214
0,000031
-0,000232
0,000303
0,000182
0,000128
0,000137
0,000340
0,000219
-0,000084
-0,000238
-0,000061
0,000034
-0,000026
-0,000513
0,000395
0,000353
0,000356
0,000396
-0,000319
-0,000364
-0,000487
0,000191
0,000245
-0,000404
0,000054
0,000335
0,000499
-0,000024
-0,000686
0,000214
-0,000193
0,000414
0,000382
-0,000025
-0,000330
0,000144
0,000345
0,000161
-0,000343
0,000071
-0,000061
0,000276
-0,000113
-0,000358
-0,000252
0,000228
0,000161
-0,000429
0,000069
-0,000489
-0,000492
0,000287
-0,000420
0,000075
-0,000174
-0,000042
0,000198
-0,000433
0,000245
0,000229
0,000309
0,000350
-0,000143
-0,000275
0,000506
-0,000146
0,000195
-0,000047
-0,000468
-0,000064
-0,000229
-0,000504
-0,000029
-0,000351
0,000405
0,000059
-0,000307
-0,000139
0,000335
-0,000334
-0,000312
0,000136
-0,000226
-0,000411
-0,000183
0,000112
-0,000234
-0,000322
-0,000085
0,000321
-0,000478
0,000498
0,000007
0,000441
-0,000243
-0,000491
0,000067
-0,000143
-0,000187
0,000071
-0,000212
0,000462
0,000173
0,000313
0,000480
0,000197
-0,000273
-0,000413
-0,000039
0,000339
0,000093
-0,000088
-0,000279
0,000302
0,000429
0,000358
-0,000208
0,000241
-0,000145
0,000172
0,000190
0,000312
0,000109
0,000284
0,000337
0,000213
0,000421
0,000049
0,000054
0,000357
0,000302
-0,000411
0,000021
0,000416
0,000149
-0,000465
0,000251
0,000472
0,000153
0,000324
0,000124
0,000318
0,000283
-0,000172
-0,000276
0,000365
-0,000138
-0,000034
-0,000347
-0,000406
0,000414
-0,000172
-0,000235
0,000400
0,000060
0,000108
0,000007
-0,000189
-0,000463
-0,000386
0,000376
0,000268
0,000517
-0,000469
0,000060
-0,000262
-0,000389
0,000374
0,000184
-0,000246
-0,000293
0,000254
-0,000079
-0,000418
0,000179
0,000234
0,000007
-0,000506
0,000445
0,000091
-0,000041
-0,000051
0,000282
0,000392
-0,000204
-0,000427
0,000364
-0,000312
-0,000361
0,000217
-0,000369
0,000303
-0,000376
-0,000393
-0,000030
-0,000342
0,000335
0,000299
-0,000036
0,000314
0,000156
-0,000151
-0,000067
-0,000081
-0,000232
-0,000450
0,000034
0,000189
-0,000157
-0,000120
-0,000451
0,000364
0,000101
0,000177
-0,000115
-0,000321
0,000405
-0,000503
-0,000031
-0,000319
-0,000197
0,000224
0,000205
0,000121
-0,000307
0,000122
-0,000205
0,000440
0,000204
